timestamp,voltage,current,frequency,breaker_status,transformer_temp,fault_type,action
2025-02-15 15:45:45.899425,203.85869764840697,3.9368069599839073,50.4437029150029,0,57.44944777997115,Normal,No Action Needed
2025-02-15 15:45:45.920087,241.42179937231754,48.36583293593764,49.24170004580127,1,47.96571162392877,Normal,No Action Needed
2025-02-15 15:45:45.920087,242.2245318722347,46.43936577796167,49.39946821171417,0,38.55098147726305,Normal,No Action Needed
2025-02-15 15:45:45.920087,182.44449811845746,57.97091808281784,49.53579222667227,1,75.72670555674702,Short Circuit,Open Breaker
2025-02-15 15:45:45.920087,203.93894104950772,16.018760998070967,50.698861589025825,0,69.30947540907236,Normal,No Action Needed
2025-02-15 15:45:45.920087,195.56751560876486,57.04814375966928,49.91930564704492,0,73.74627115301683,Short Circuit,Open Breaker
2025-02-15 15:45:45.920087,179.9211643694973,26.58756254359823,50.16984415709386,0,60.22252897196661,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.921088,217.60986456928316,37.19998404560091,49.59686793490074,0,51.236931499803426,Normal,No Action Needed
2025-02-15 15:45:45.921088,220.21126951541464,10.791416675666675,49.13787396278282,1,54.456613576261745,Normal,No Action Needed
2025-02-15 15:45:45.921088,203.85029679733773,18.02673100527577,50.9483522521202,0,46.69784478096642,Normal,No Action Needed
2025-02-15 15:45:45.921088,246.00539666349164,51.42170446109462,50.33590594161241,0,71.0649355937139,Short Circuit,Open Breaker
2025-02-15 15:45:45.921088,187.1167432826245,19.528855138924452,50.78373882887678,1,35.69863839818963,Normal,No Action Needed
2025-02-15 15:45:45.921088,218.04594733069388,38.00139700478051,49.966127598069434,1,59.40842992503157,Normal,No Action Needed
2025-02-15 15:45:45.921088,243.64770729528402,53.45287300655183,49.102914771795604,1,77.39397899382683,Short Circuit,Open Breaker
2025-02-15 15:45:45.921088,230.9234898761266,35.01037359992934,50.18180050694873,0,48.47896904575539,Normal,No Action Needed
2025-02-15 15:45:45.921088,257.74157251565975,5.570846810503351,50.01048892139745,0,31.567337497336812,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.921088,192.2107820489964,29.531417038747826,50.67515649467355,0,57.10036111846972,Normal,No Action Needed
2025-02-15 15:45:45.921088,179.15376785851123,46.43838711537205,50.40422634730411,0,35.156842538966224,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.921088,180.30741818561856,13.784514562020414,49.758872201043935,0,72.34137073389729,Normal,No Action Needed
2025-02-15 15:45:45.921088,191.70397884186409,32.96671577211102,49.15060536664162,1,57.14085620687749,Normal,No Action Needed
2025-02-15 15:45:45.921088,186.5707976076587,22.117080440789433,50.02637116006691,0,43.11237646391943,Normal,No Action Needed
2025-02-15 15:45:45.921088,188.10375664425797,56.87163807854579,49.64919401251214,1,40.81873146107862,Short Circuit,Open Breaker
2025-02-15 15:45:45.921088,184.9429653857311,2.8025626400695858,49.09818608100039,0,43.684246099923925,Normal,No Action Needed
2025-02-15 15:45:45.921088,199.49116312775627,55.20459566296896,50.20090619173473,1,53.218040912043485,Short Circuit,Open Breaker
2025-02-15 15:45:45.922355,224.84702378639338,17.87074856712874,49.57923420175055,0,52.88549786304368,Normal,No Action Needed
2025-02-15 15:45:45.922355,249.40133123984768,27.87852751490465,50.77252640623392,1,30.64661039895917,Normal,No Action Needed
2025-02-15 15:45:45.922355,232.9445319707442,58.003730044408776,50.60366962258812,0,67.18596742669581,Short Circuit,Open Breaker
2025-02-15 15:45:45.922355,248.73282298233585,53.33863791008615,49.6412486329974,0,55.130031453989815,Short Circuit,Open Breaker
2025-02-15 15:45:45.922355,186.6254010742264,45.6792533284051,49.56135640130524,1,57.030085265771035,Normal,No Action Needed
2025-02-15 15:45:45.922355,259.3325848162046,47.02342610179026,49.39219389798888,0,70.37180217648447,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.922355,241.19471680725349,32.59857269439992,49.681951335266675,0,33.48500815590299,Normal,No Action Needed
2025-02-15 15:45:45.922355,211.19228063540425,54.19607955112956,50.524939912430916,1,56.24566353646564,Short Circuit,Open Breaker
2025-02-15 15:45:45.922355,251.52692108497553,59.58404086198379,50.32752868135411,1,68.602276706043,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.923363,195.26843207495455,12.112616111347824,49.0125925454256,1,76.13638784585885,Normal,No Action Needed
2025-02-15 15:45:45.923363,235.4623804734204,23.54799176400791,49.6381723267202,0,66.2639352348258,Normal,No Action Needed
2025-02-15 15:45:45.923363,232.958092230012,1.106216947303953,49.43175371139257,0,67.45877829483561,Normal,No Action Needed
2025-02-15 15:45:45.923363,178.70043489920855,27.233621399767255,49.03274415530585,1,52.40171215326072,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.923363,208.18175669481474,17.652777057482286,49.027421438268945,1,58.96388578716334,Normal,No Action Needed
2025-02-15 15:45:45.923363,217.16204826727687,10.445819260736087,50.524683908800284,1,37.90458966620613,Normal,No Action Needed
2025-02-15 15:45:45.923363,258.8762286151093,24.760536529262055,50.5577994125955,0,40.390212589020585,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.923363,237.48166253895027,37.26152513376731,50.78918536158091,0,40.58346805942455,Normal,No Action Needed
2025-02-15 15:45:45.923363,209.09954907239728,7.862865474735332,50.14182512640328,1,64.18334947447639,Normal,No Action Needed
2025-02-15 15:45:45.924364,170.51741017507396,44.40712238484878,49.86206491347463,0,33.45544615266931,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.924364,198.0070187630722,38.490422694997605,50.80812231039687,1,35.41682920137517,Normal,No Action Needed
2025-02-15 15:45:45.924364,222.48522461222728,25.45010093169513,49.90373235904314,0,66.60888014176922,Normal,No Action Needed
2025-02-15 15:45:45.924364,200.78001487521936,25.387429158919964,50.3171839326204,1,32.91297576002063,Normal,No Action Needed
2025-02-15 15:45:45.924364,190.86242476798827,13.840725307788391,49.14480152517728,1,63.08140299759075,Normal,No Action Needed
2025-02-15 15:45:45.924364,233.71988324068917,58.52279947627464,49.31032103386522,0,71.19241178656766,Short Circuit,Open Breaker
2025-02-15 15:45:45.924364,245.97318202081829,14.39978843164208,49.89373204449808,1,75.56731008930548,Normal,No Action Needed
2025-02-15 15:45:45.924364,247.96300447615903,42.774407195261226,50.6867261542133,0,45.1176360831049,Normal,No Action Needed
2025-02-15 15:45:45.924364,186.98637940066595,33.921675611094,50.469589474910315,1,49.43376643903445,Normal,No Action Needed
2025-02-15 15:45:45.924364,175.186851116658,23.160302199957187,49.27886486724844,0,65.16621993244101,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.925364,185.98137360327277,4.629218655512952,49.80355666979447,1,46.53195457460849,Normal,No Action Needed
2025-02-15 15:45:45.925364,232.2956675198487,56.28411446751212,50.98687465723251,1,43.13518508439921,Short Circuit,Open Breaker
2025-02-15 15:45:45.925364,187.87023618768845,53.888592653555165,50.97550325228719,1,71.7382709986411,Short Circuit,Open Breaker
2025-02-15 15:45:45.925364,217.6021124965704,45.83160335262942,50.830636088929786,1,74.47108107760229,Normal,No Action Needed
2025-02-15 15:45:45.925364,170.55265034486575,45.27945128325392,49.885062691254475,0,61.29692084922468,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.925364,189.01219103354316,5.105863848838439,49.56249008909163,0,44.13773931951003,Normal,No Action Needed
2025-02-15 15:45:45.925364,214.93696797515952,34.412480225036504,50.187482699900904,0,56.729305129872955,Normal,No Action Needed
2025-02-15 15:45:45.925364,181.40981993220564,14.675578316728629,50.305843626220934,0,39.893287300521095,Normal,No Action Needed
2025-02-15 15:45:45.925364,254.5476058284197,49.42070171406771,50.3437449634271,1,34.74849335500327,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.926365,233.6584505858327,49.526283894197654,50.05767013214872,1,50.15070861112767,Normal,No Action Needed
2025-02-15 15:45:45.926365,224.23380260811774,41.94310966281042,50.94224184898908,0,68.91217119413427,Normal,No Action Needed
2025-02-15 15:45:45.926365,231.47496891370403,21.49816284916673,49.577544199392094,0,66.54949303374312,Normal,No Action Needed
2025-02-15 15:45:45.926365,241.83014039585925,2.252371673578566,49.57943534408057,1,58.082913989501186,Normal,No Action Needed
2025-02-15 15:45:45.926365,228.06166899571915,31.90418291987882,49.00726432460709,1,36.96217651719908,Normal,No Action Needed
2025-02-15 15:45:45.926365,182.12320835521155,42.41059104074902,49.69610554821955,1,46.6371178322847,Normal,No Action Needed
2025-02-15 15:45:45.926365,187.0558404856599,50.185244238664026,49.67346649609327,0,30.070468122719507,Short Circuit,Open Breaker
2025-02-15 15:45:45.926365,189.8805185631946,19.018703620615682,50.43083791972428,1,39.32749818725021,Normal,No Action Needed
2025-02-15 15:45:45.926365,211.5942574704207,39.729365160398636,50.1559515377071,1,49.931012277087234,Normal,No Action Needed
2025-02-15 15:45:45.926365,226.995881771325,14.183114949273723,50.30948228026548,1,62.75879325938844,Normal,No Action Needed
2025-02-15 15:45:45.926365,246.2601384735383,4.000959759927724,50.14885951909814,1,51.36534264845547,Normal,No Action Needed
2025-02-15 15:45:45.926365,212.3880227936812,19.026933824797567,49.7108001392307,1,47.52342812638872,Normal,No Action Needed
2025-02-15 15:45:45.926365,198.82689778802126,3.1378987252079282,50.037100620351815,1,70.16566669705824,Normal,No Action Needed
2025-02-15 15:45:45.926365,210.11847443261343,0.5730312579505981,49.951133025322065,1,78.36574461372794,Normal,No Action Needed
2025-02-15 15:45:45.926365,202.460660544831,20.51330410251443,50.63407982465453,0,52.34695838895384,Normal,No Action Needed
2025-02-15 15:45:45.927476,249.19499405520097,18.714579124156028,50.31771970500342,1,58.22503247796883,Normal,No Action Needed
2025-02-15 15:45:45.927476,205.19750160391806,35.23485924882564,50.66254606638597,0,74.35008173367342,Normal,No Action Needed
2025-02-15 15:45:45.927476,243.64118450190074,28.50696590619001,49.65171884590515,0,44.86367479249158,Normal,No Action Needed
2025-02-15 15:45:45.927476,172.46627494171025,4.618891076851943,49.66048133499987,0,58.16241024457253,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.927476,193.7829846323527,35.73101782685923,49.21534154062989,1,48.334170409217535,Normal,No Action Needed
2025-02-15 15:45:45.927476,183.75437129743466,35.689275965315574,50.71694733889607,1,73.72328108533578,Normal,No Action Needed
2025-02-15 15:45:45.927476,186.50920931733452,28.740577065836987,50.068905920422196,1,59.931471657643954,Normal,No Action Needed
2025-02-15 15:45:45.927476,244.0428343924584,38.40245194150613,50.8070246180171,0,34.481671999979106,Normal,No Action Needed
2025-02-15 15:45:45.927476,181.4339057900453,20.17719441369059,50.484771075214084,0,55.00333699673784,Normal,No Action Needed
2025-02-15 15:45:45.927476,215.7760589805615,17.3803685969088,49.45391987885473,1,31.494160509222098,Normal,No Action Needed
2025-02-15 15:45:45.928478,241.79659296394095,19.824515266787213,50.92330702254182,0,52.98892711737898,Normal,No Action Needed
2025-02-15 15:45:45.928478,212.60604148384922,36.171163542468435,49.43028488083855,0,33.56482436947317,Normal,No Action Needed
2025-02-15 15:45:45.928478,174.11974703014354,41.005711090825905,49.86033520510211,1,32.942445292592254,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.928478,240.71343409262784,5.122094628109444,49.07296863750736,0,75.2884102555164,Normal,No Action Needed
2025-02-15 15:45:45.928478,244.74663440715548,31.554252227657216,49.302662256685835,1,32.86878418229676,Normal,No Action Needed
2025-02-15 15:45:45.928478,212.90334775392944,46.6219862019191,50.28087261614706,0,53.65874141020666,Normal,No Action Needed
2025-02-15 15:45:45.929476,200.50418918682166,9.763685466915247,50.4672280329452,0,77.70051256330238,Normal,No Action Needed
2025-02-15 15:45:45.929476,214.78611096794447,16.949984730812897,50.002174537996844,0,43.9086644387917,Normal,No Action Needed
2025-02-15 15:45:45.929476,193.52741923870033,38.166383732072184,49.08161797302556,1,46.34235676704232,Normal,No Action Needed
2025-02-15 15:45:45.929476,226.32711450370056,9.266837866444504,50.31757076898494,1,75.81249606376443,Normal,No Action Needed
2025-02-15 15:45:45.929476,174.83102372829472,18.060169300224022,50.0717125538077,0,58.72244486001561,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.929476,185.63116542112044,6.808655619548521,49.5304096766722,1,70.73498007100076,Normal,No Action Needed
2025-02-15 15:45:45.929476,256.1182135048062,12.633908110665526,50.00987540754319,1,59.00775145764526,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.929476,216.39903186095418,33.32693657111074,49.37828076245521,0,56.32334316863792,Normal,No Action Needed
2025-02-15 15:45:45.929476,250.71798397750524,19.686954373471462,49.64077259538159,0,38.94577182462912,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.929476,258.692321450413,59.92946667376402,50.35744109004207,0,30.825391831462163,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.929476,208.16097521122953,24.592047288383093,49.00066380956638,1,58.61979922113056,Normal,No Action Needed
2025-02-15 15:45:45.930478,213.5267824834523,0.23706794421823218,50.45518521737558,0,68.80621039143152,Normal,No Action Needed
2025-02-15 15:45:45.930478,178.4159128458968,54.0909992186675,49.92783570848347,0,39.518292230167724,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.930478,214.24838818016346,30.70836430238163,50.15358068779392,1,54.18352793745863,Normal,No Action Needed
2025-02-15 15:45:45.930478,211.82146055754478,7.574874252307939,49.07147839549408,1,37.30602958166248,Normal,No Action Needed
2025-02-15 15:45:45.930478,259.249846379093,39.211684208326844,50.321351177741676,0,54.66642450454731,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.930478,185.42933441445032,6.436393105122784,49.23170873821657,1,72.5096365258154,Normal,No Action Needed
2025-02-15 15:45:45.930478,232.81712911468924,8.637752752812977,49.977352550284955,1,64.29050780553645,Normal,No Action Needed
2025-02-15 15:45:45.930478,225.2820937041853,9.810913102275842,50.36810346965177,1,34.99709148836169,Normal,No Action Needed
2025-02-15 15:45:45.930478,186.63373120501936,16.560810074138843,50.41917206815804,1,49.78443227450491,Normal,No Action Needed
2025-02-15 15:45:45.930478,181.4972567223377,41.9912390466026,50.00585544090601,1,69.27099318611465,Normal,No Action Needed
2025-02-15 15:45:45.930478,221.3304134290074,20.601712894714524,49.84715193381458,0,65.81261091518294,Normal,No Action Needed
2025-02-15 15:45:45.930478,234.09165691690168,36.96998672124938,49.118642372550404,0,39.49979971985691,Normal,No Action Needed
2025-02-15 15:45:45.931476,240.82779668219348,0.47673194061150115,49.52084096533124,1,45.204612827807935,Normal,No Action Needed
2025-02-15 15:45:45.931476,210.426821408368,59.31609773497825,50.22186867149227,1,30.76061072348143,Short Circuit,Open Breaker
2025-02-15 15:45:45.931476,200.72978023615494,38.50360183030686,49.525324835916365,1,59.90209100937696,Normal,No Action Needed
2025-02-15 15:45:45.931476,173.77505258854495,55.7098300739596,49.08765882312427,0,61.357009491704474,Over/Under Voltage,Adjust Transformer
2025-02-15 15:45:45.931476,205.79568325744415,8.784868952264995,50.22101819138683,0,73.88181925797738,Normal,No Action Needed
2025-02-15 15:45:45.931476,254.6974483557064,45.666113628305986,50.19726185999463,0,74.28971052325565,Over/Under Voltage,Adjust Transformer
